"學年度","學校代碼","學校名稱","科系代碼","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生","縣市名稱","體系別" 
112,1048,亞洲大學,04212027,財經法律學系,D 日,M 碩士,31,19,12,5,3,6,4,3,3,5,2,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,04212027,財經法律學系,D 日,B 學士,337,171,166,43,49,29,27,42,40,37,47,0,0,0,0,0,0,20,3,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,D 日,M 碩士,15,4,11,2,6,0,3,0,2,2,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,D 日,B 學士,400,72,328,19,84,18,66,17,82,15,89,0,0,0,0,0,0,3,7,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,N 職,M 碩士,19,9,10,5,5,1,2,2,2,1,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,05191053,食品營養與保健生技學系,P 進,B 學士,103,35,68,9,15,3,7,8,13,9,23,0,0,0,0,0,0,6,10,06 臺中市,1 一般
112,1048,亞洲大學,06111057,人工智慧博士學位學程,D 日,D 博士,18,17,1,3,0,5,1,6,0,1,0,2,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,06134033,行動商務與多媒體應用學系,D 日,M 碩士,11,6,5,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,06134033,行動商務與多媒體應用學系,D 日,B 學士,280,168,112,30,25,39,31,41,28,46,25,0,0,0,0,0,0,12,3,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,D 日,D 博士,16,12,4,0,2,5,2,1,0,2,0,3,0,1,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,D 日,M 碩士,53,41,12,14,4,15,6,10,2,2,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,D 日,B 學士,489,402,87,105,32,88,18,109,16,87,19,0,0,0,0,0,0,13,2,06 臺中市,1 一般
112,1048,亞洲大學,06134037,資訊工程學系,N 職,M 碩士,20,10,10,6,6,4,3,0,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,D 博士,19,11,8,1,3,2,1,3,0,2,1,0,2,3,1,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,M 碩士,13,6,7,3,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,D 日,B 學士,211,108,103,42,41,19,25,19,22,22,13,0,0,0,0,0,0,6,2,06 臺中市,1 一般
112,1048,亞洲大學,07193029,生物資訊與醫學工程學系,N 職,M 碩士,34,29,5,15,0,11,4,3,1,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,08411045,學士後獸醫學系,D 日,B 學士,177,75,102,13,29,20,32,16,22,24,18,0,0,0,0,0,0,2,1,06 臺中市,1 一般
112,1048,亞洲大學,09131046,護理學系,D 日,M 碩士,31,2,29,1,9,0,12,0,7,1,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09131046,護理學系,D 日,B 學士,532,112,420,43,110,31,105,22,119,15,82,0,0,0,0,0,0,1,4,06 臺中市,1 一般
112,1048,亞洲大學,09131046,護理學系,N 職,M 碩士,60,3,57,2,21,1,27,0,9,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09131061,學士後護理學系,D 日,B 學士,143,37,106,17,41,10,29,10,35,0,0,0,0,0,0,0,0,0,1,06 臺中市,1 一般
112,1048,亞洲大學,09141047,視光學系,D 日,B 學士,381,108,273,23,76,22,59,27,63,25,63,0,0,0,0,0,0,11,12,06 臺中市,1 一般
112,1048,亞洲大學,09141060,醫學檢驗暨生物技術學系,D 日,M 碩士,8,6,2,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09141060,醫學檢驗暨生物技術學系,D 日,B 學士,288,75,213,29,72,17,48,10,49,12,41,0,0,0,0,0,0,7,3,06 臺中市,1 一般
112,1048,亞洲大學,09151056,物理治療學系,D 日,B 學士,209,103,106,23,27,25,24,27,25,21,21,0,0,0,0,0,0,7,9,06 臺中市,1 一般
112,1048,亞洲大學,09152052,職能治療學系,D 日,B 學士,237,46,191,18,71,9,42,7,35,10,37,0,0,0,0,0,0,2,6,06 臺中市,1 一般
112,1048,亞洲大學,09153051,聽力暨語言治療學系,D 日,M 碩士,28,9,19,4,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09153051,聽力暨語言治療學系,D 日,B 學士,239,47,192,19,67,7,43,7,40,13,38,0,0,0,0,0,0,1,4,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,D 日,D 博士,26,8,18,2,5,1,4,0,7,2,2,1,0,2,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,D 日,M 碩士,43,14,29,8,14,0,4,3,8,3,3,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,D 日,B 學士,343,86,257,18,69,24,57,21,63,21,61,0,0,0,0,0,0,2,7,06 臺中市,1 一般
112,1048,亞洲大學,09191021,健康產業管理學系,N 職,M 碩士,45,10,35,3,13,3,11,2,6,2,5,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09231048,社會工作學系,D 日,M 碩士,61,12,49,1,17,4,20,6,8,1,4,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,09231048,社會工作學系,D 日,B 學士,398,97,301,26,76,23,61,22,85,20,74,0,0,0,0,0,0,6,5,06 臺中市,1 一般
112,1048,亞洲大學,09231048,社會工作學系,P 進,B 學士,105,27,78,5,14,3,17,10,20,5,23,0,0,0,0,0,0,4,4,06 臺中市,1 一般
112,1048,亞洲大學,10151049,休閒與遊憩管理學系,D 日,M 碩士,20,8,12,4,8,4,2,0,1,0,1,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1048,亞洲大學,10151049,休閒與遊憩管理學系,D 日,B 學士,309,136,173,20,26,27,39,40,47,39,49,0,0,0,0,0,0,10,12,06 臺中市,1 一般
112,1048,亞洲大學,10151049,休閒與遊憩管理學系,N 職,M 碩士,58,29,29,18,19,5,6,5,4,1,0,0,0,0,0,0,0,0,0,06 臺中市,1 一般
112,1049,開南大學,02111058,電影與創意媒體學系,D 日,B 學士,157,82,75,16,11,15,15,22,21,23,22,0,0,0,0,0,0,6,6,03 桃園市,1 一般
112,1049,開南大學,02125060,形象管理學士學位學程,D 日,B 學士,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,03 桃園市,1 一般
112,1049,開南大學,02125060,形象管理進修學士學位學程,P 進,B 學士,72,14,58,6,16,4,12,1,9,3,16,0,0,0,0,0,0,0,5,03 桃園市,1 一般
112,1049,開南大學,02299065,文化創意與治理進修學士學位學程,P 進,B 學士,37,16,21,11,17,5,4,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,02311006,應用英語學系,D 日,M 碩士,6,0,6,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,02311006,應用英語學系,D 日,B 學士,161,77,84,15,25,17,13,24,11,14,28,0,0,0,0,0,0,7,7,03 桃園市,1 一般
112,1049,開南大學,02311006,應用英語學系進修學士現役軍人營區專班,P 進,B 學士,29,13,16,0,0,7,9,6,7,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,02311006,應用英語學系,P 進,B 學士,68,26,42,8,17,3,7,9,3,3,11,0,0,0,0,0,0,3,4,03 桃園市,1 一般
112,1049,開南大學,02311008,應用日語學系,D 日,M 碩士,9,5,4,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,02311008,應用日語學系,D 日,B 學士,321,151,170,29,31,42,33,34,47,27,43,0,0,0,0,0,0,19,16,03 桃園市,1 一般
112,1049,開南大學,02311008,應用日語學系,P 進,B 學士,89,58,31,15,10,12,3,4,6,16,9,0,0,0,0,0,0,11,3,03 桃園市,1 一般
112,1049,開南大學,02311064,人文社會學院應用語言碩士班,D 日,M 碩士,23,11,12,8,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,02323004,應用華語學系,D 日,M 碩士,4,1,3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,02323004,應用華語學系,D 日,B 學士,290,96,194,24,50,19,23,11,30,14,42,0,0,0,0,0,0,28,49,03 桃園市,1 一般
112,1049,開南大學,03213003,資訊傳播學系,D 日,B 學士,120,54,66,13,16,12,10,14,20,14,15,0,0,0,0,0,0,1,5,03 桃園市,1 一般
112,1049,開南大學,04111014,會計學系,D 日,B 學士,18,8,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,2,03 桃園市,1 一般
112,1049,開南大學,04111014,會計學系,P 進,B 學士,7,3,4,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,03 桃園市,1 一般
112,1049,開南大學,04131016,國際企業學系,D 日,M 碩士,32,15,17,12,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04131016,國際企業學系,D 日,B 學士,176,87,89,19,20,21,21,18,27,23,17,0,0,0,0,0,0,6,4,03 桃園市,1 一般
112,1049,開南大學,04131016,國際企業學系現役軍人營區進修學士班,P 進,B 學士,4,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04131016,國際企業學系,P 進,B 學士,161,87,74,4,1,19,25,20,23,41,25,0,0,0,0,0,0,3,0,03 桃園市,1 一般
112,1049,開南大學,04131017,企業與創業管理學系,D 日,B 學士,128,82,46,19,10,22,3,15,10,23,21,0,0,0,0,0,0,3,2,03 桃園市,1 一般
112,1049,開南大學,04131017,企業與創業管理學系進修學士現役軍人營區專班,P 進,B 學士,33,19,14,9,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04131017,企業與創業管理學系,P 進,B 學士,100,47,53,11,11,11,9,11,13,9,15,0,0,0,0,0,0,5,5,03 桃園市,1 一般
112,1049,開南大學,04131018,商學院企業管理碩士班,D 日,M 碩士,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04131031,商學院國際榮譽學士學位學程,D 日,B 學士,36,15,21,13,17,2,2,0,0,0,0,0,0,0,0,0,0,0,2,03 桃園市,1 一般
112,1049,開南大學,04131063,商學院經營管理碩士在職專班,N 職,M 碩士,56,31,25,18,17,11,8,0,0,1,0,1,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04134010,人文社會學院公共管理碩士在職專班碩士在職現役軍人營區專班,N 職,M 碩士,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04134010,人文社會學院公共管理碩士在職專班,N 職,M 碩士,47,26,21,15,14,1,1,3,5,2,0,4,0,1,1,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04134012,公共事務管理學系,D 日,M 碩士,12,5,7,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04134012,公共事務管理學系原住民族事務專班,D 日,B 學士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,03 桃園市,1 一般
112,1049,開南大學,04134013,人文社會學院公共事務碩士班,D 日,M 碩士,15,2,13,1,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04143024,行銷學系,D 日,B 學士,27,14,13,0,0,0,0,0,0,9,12,0,0,0,0,0,0,5,1,03 桃園市,1 一般
112,1049,開南大學,04199061,數位多媒體設計學系,P 進,B 學士,9,6,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,D 日,M 碩士,21,14,7,7,4,2,3,4,0,1,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,D 日,B 學士,217,125,92,20,19,38,25,34,21,29,23,0,0,0,0,0,0,4,4,03 桃園市,1 一般
112,1049,開南大學,04211011,人文社會學院法律碩士在職專班,N 職,M 碩士,30,22,8,0,0,9,4,11,2,1,2,0,0,1,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,N 職,M 碩士,25,13,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系碩士在職專班現役軍人營區專班,N 職,M 碩士,8,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系,P 進,B 學士,80,49,31,10,3,8,4,31,24,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,04211011,法律學系進修學士專班現役軍人營區專班,P 進,B 學士,20,16,4,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,05191037,保健營養學系,D 日,B 學士,99,33,66,7,9,7,8,7,25,10,19,0,0,0,0,0,0,2,5,03 桃園市,1 一般
112,1049,開南大學,06121032,資訊管理學系,D 日,M 碩士,17,13,4,8,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,06121032,資訊管理學系,D 日,B 學士,126,102,24,18,5,8,6,25,7,33,6,0,0,0,0,0,0,18,0,03 桃園市,1 一般
112,1049,開南大學,06121032,資訊管理學系,P 進,B 學士,44,33,11,6,5,6,2,7,3,13,1,0,0,0,0,0,0,1,0,03 桃園市,1 一般
112,1049,開南大學,06133036,資訊學院碩士在職專班,N 職,M 碩士,28,16,12,8,8,5,4,0,0,2,0,1,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,06133036,資訊學院碩士在職專班現役軍人營區專班,N 職,M 碩士,9,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,09171057,健康照護管理學院健康照護技術碩士班,D 日,M 碩士,36,4,32,0,20,4,11,0,0,0,1,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,09191026,健康產業管理學系,D 日,B 學士,102,31,71,7,15,6,14,11,21,6,20,0,0,0,0,0,0,1,1,03 桃園市,1 一般
112,1049,開南大學,09199038,養生與健康行銷學系,D 日,B 學士,15,7,8,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,3,03 桃園市,1 一般
112,1049,開南大學,10131039,觀光與餐飲旅館學系,D 日,B 學士,223,116,107,39,14,20,19,14,31,32,39,0,0,0,0,0,0,11,4,03 桃園市,1 一般
112,1049,開南大學,10131039,觀光與餐飲旅館學系,P 進,B 學士,165,120,45,16,21,29,12,31,5,26,6,0,0,0,0,0,0,18,1,03 桃園市,1 一般
112,1049,開南大學,10152043,休閒事業管理學系,D 日,B 學士,95,57,38,14,13,12,7,7,5,17,10,0,0,0,0,0,0,7,3,03 桃園市,1 一般
112,1049,開南大學,10199041,觀光運輸學院碩士班,D 日,M 碩士,38,13,25,6,10,2,7,2,3,2,5,1,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,10199041,觀光運輸學院碩士在職專班碩士在職現役軍人營區專班,N 職,M 碩士,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,10199041,觀光運輸學院碩士在職專班,N 職,M 碩士,94,47,47,22,28,11,8,8,4,3,3,2,2,1,2,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,10411059,交通運輸學系,D 日,B 學士,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,03 桃園市,1 一般
112,1049,開南大學,10411062,國際物流與運輸管理學系,D 日,B 學士,134,89,45,23,9,20,13,18,5,26,16,0,0,0,0,0,0,2,2,03 桃園市,1 一般
112,1049,開南大學,10411062,國際物流與運輸管理學系,P 進,B 學士,54,33,21,16,8,5,4,7,4,5,5,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1049,開南大學,10413046,空運管理學系,D 日,B 學士,248,134,114,27,21,35,31,24,23,32,35,0,0,0,0,0,0,16,4,03 桃園市,1 一般
112,1049,開南大學,10413046,空運管理學系,P 進,B 學士,4,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,03 桃園市,1 一般
112,1050,佛光大學,02123018,產品與媒體設計學系,D 日,M 碩士,7,2,5,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02123018,產品與媒體設計學系,D 日,B 學士,221,102,119,27,21,23,32,16,34,29,29,0,0,0,0,0,0,7,3,02 宜蘭縣,1 一般
112,1050,佛光大學,02211009,宗教學研究所,D 日,M 碩士,33,17,16,7,5,3,4,3,2,4,4,0,0,0,1,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02211010,佛教學系,D 日,D 博士,30,6,24,2,2,1,3,0,4,1,6,0,3,1,4,1,2,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02211010,佛教學系,D 日,M 碩士,77,31,46,10,14,7,13,3,8,11,11,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02211010,香港境外佛教學系碩士班,D 日,M 碩士,12,2,10,0,3,1,3,1,4,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02211010,佛教學系,D 日,B 學士,66,30,36,3,14,9,6,10,2,6,14,0,0,0,0,0,0,2,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02221011,歷史學系,D 日,M 碩士,11,8,3,1,0,3,1,3,0,1,2,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02221011,歷史學系,D 日,B 學士,102,76,26,15,7,19,8,20,4,16,6,0,0,0,0,0,0,6,1,02 宜蘭縣,1 一般
112,1050,佛光大學,02299015,文化資產與創意學系,D 日,M 碩士,16,9,7,0,0,0,2,5,2,4,3,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02299015,文化資產與創意學系,D 日,B 學士,65,31,34,4,1,7,4,8,11,8,14,0,0,0,0,0,0,4,4,02 宜蘭縣,1 一般
112,1050,佛光大學,02299038,人文學院碩士班,D 日,M 碩士,8,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02299039,創意與科技學院碩士班,D 日,M 碩士,27,15,12,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02311007,外國語文學系,D 日,M 碩士,4,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02311007,外國語文學系,D 日,B 學士,125,48,77,6,13,13,19,15,14,9,24,0,0,0,0,0,0,5,7,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,D 日,D 博士,41,18,23,5,4,2,3,0,3,3,3,3,3,2,6,3,1,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,D 日,M 碩士,9,4,5,0,0,0,2,1,2,3,1,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,D 日,B 學士,83,29,54,4,6,3,20,5,12,14,10,0,0,0,0,0,0,3,6,02 宜蘭縣,1 一般
112,1050,佛光大學,02322006,中國文學與應用學系,N 職,M 碩士,7,1,6,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03111020,應用經濟學系,D 日,M 碩士,22,8,14,2,10,4,3,1,1,1,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03111020,應用經濟學系,D 日,B 學士,161,88,73,20,19,18,22,23,15,19,17,0,0,0,0,0,0,8,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03111020,應用經濟學系,N 職,M 碩士,23,6,17,4,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03131024,心理學系,D 日,M 碩士,56,21,35,7,8,5,10,7,7,1,10,0,0,1,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03131024,心理學系,D 日,B 學士,167,62,105,15,27,12,15,17,34,13,24,0,0,0,0,0,0,5,5,02 宜蘭縣,1 一般
112,1050,佛光大學,03141023,未來與樂活產業學系,D 日,M 碩士,6,1,5,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03141023,未來與樂活產業學系宗教學碩士班,D 日,M 碩士,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03141023,未來與樂活產業學系,D 日,B 學士,110,53,57,4,5,16,13,16,20,15,18,0,0,0,0,0,0,2,1,02 宜蘭縣,1 一般
112,1050,佛光大學,03141035,社會學暨社會工作學系,D 日,M 碩士,26,10,16,1,6,7,2,1,1,1,5,0,1,0,0,0,1,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03141035,社會學暨社會工作學系,D 日,B 學士,158,53,105,12,21,8,23,17,28,13,29,0,0,0,0,0,0,3,4,02 宜蘭縣,1 一般
112,1050,佛光大學,03141037,樂活產業學院碩士班,D 日,M 碩士,62,19,43,9,28,9,7,1,6,0,2,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03141037,香港境外樂活產業學院碩士專班,D 日,M 碩士,6,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03211028,傳播學系,D 日,M 碩士,12,6,6,0,1,4,3,2,2,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,03211028,傳播學系,D 日,B 學士,227,99,128,22,20,20,28,21,40,31,35,0,0,0,0,0,0,5,5,02 宜蘭縣,1 一般
112,1050,佛光大學,04131030,管理學系,D 日,M 碩士,25,6,19,5,10,0,5,1,1,0,3,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,04131030,管理學系,D 日,B 學士,118,61,57,9,2,17,17,14,20,15,15,0,0,0,0,0,0,6,3,02 宜蘭縣,1 一般
112,1050,佛光大學,04131030,管理學系碩士在職現役軍人營區專班,N 職,M 碩士,15,11,4,5,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,04131030,管理學系,N 職,M 碩士,38,13,25,5,19,6,4,1,1,1,0,0,1,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,04134025,公共事務學系政策與行政管理碩士班,D 日,M 碩士,11,5,6,1,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,04134025,公共事務學系國際與兩岸事務碩士班,D 日,M 碩士,10,8,2,3,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,04134025,公共事務學系,D 日,B 學士,149,78,71,13,8,18,17,17,24,25,20,0,0,0,0,0,0,5,2,02 宜蘭縣,1 一般
112,1050,佛光大學,04134025,公共事務學系,N 職,M 碩士,17,5,12,4,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,06134032,資訊應用學系,D 日,M 碩士,9,8,1,0,0,3,0,3,1,2,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,06134032,資訊應用學系,D 日,B 學士,203,159,44,23,8,40,5,41,10,38,18,0,0,0,0,0,0,17,3,02 宜蘭縣,1 一般
112,1050,佛光大學,06134032,資訊應用學系,N 職,M 碩士,6,5,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,02 宜蘭縣,1 一般
112,1050,佛光大學,10131036,健康與創意蔬食產業學系,D 日,B 學士,165,68,97,14,24,12,14,18,23,17,31,0,0,0,0,0,0,7,5,02 宜蘭縣,1 一般
112,1050,佛光大學,10142040,管理學院運動與健康促進管理學士學位學程,D 日,B 學士,17,10,7,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
112,1051,台南應用科技大學,02111046,漫畫系,D 日,B 四技,559,153,406,54,133,38,98,37,85,20,84,0,0,0,0,0,0,4,6,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系創新應用設計碩士班,D 日,M 碩士,15,4,11,2,4,1,4,1,3,0,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系,D 日,B 四技,436,110,326,22,64,15,67,37,92,30,98,0,0,0,0,0,0,6,5,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系創新應用設計碩士班(碩士在職專班),N 職,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02112012,視覺傳達設計系,N 修,B 四技,55,24,31,7,6,6,10,4,9,6,6,0,0,0,0,0,0,1,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02112013,多媒體動畫系,D 日,B 四技,506,134,372,38,94,37,104,30,85,27,81,0,0,0,0,0,0,2,8,11 臺南市,2 技職
112,1051,台南應用科技大學,02122010,時尚設計系,D 日,B 四技,186,24,162,7,36,3,27,6,43,7,52,0,0,0,0,0,0,1,4,11 臺南市,2 技職
112,1051,台南應用科技大學,02123014,商品設計系,D 日,B 四技,358,130,228,19,48,22,41,40,63,46,69,0,0,0,0,0,0,3,7,11 臺南市,2 技職
112,1051,台南應用科技大學,02123014,商品設計系,N 修,B 四技,31,11,20,0,0,3,6,2,6,5,5,0,0,0,0,0,0,1,3,11 臺南市,2 技職
112,1051,台南應用科技大學,02124015,室內設計系碩士班,D 日,M 碩士,10,9,1,3,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,11 臺南市,2 技職
112,1051,台南應用科技大學,02124015,室內設計系,D 日,B 四技,500,203,297,69,83,55,77,43,83,31,46,0,0,0,0,0,0,5,8,11 臺南市,2 技職
112,1051,台南應用科技大學,02124015,室內設計系,N 修,B 四技,100,55,45,17,14,13,9,9,13,10,8,0,0,0,0,0,0,6,1,11 臺南市,2 技職
112,1051,台南應用科技大學,02125042,服飾設計管理系,D 日,B 四技,329,37,292,11,79,6,60,10,72,4,78,0,0,0,0,0,0,6,3,11 臺南市,2 技職
112,1051,台南應用科技大學,02125042,服飾設計管理系,N 修,B 四技,19,3,16,0,0,1,3,1,4,1,5,0,0,0,0,0,0,0,4,11 臺南市,2 技職
